========================================================
  BS(45,44) — Thermodynamically Guided Solver
  Targeting NPAF=0 inside Theorem 2.2 Manifold
  [ Threads: 7 ]
========================================================
Loaded 180 valid sum signatures.

[10367.5s] SA epochs explored locally: 714
[10420.4s] SA epochs explored locally: 721
[10574.3s] SA epochs explored locally: 728
[10756.9s] SA epochs explored locally: 735
[11101.1s] SA epochs explored locally: 742
[11109s] SA epochs explored locally: 749
[11215.7s] SA epochs explored locally: 756
[11227s] SA epochs explored locally: 763
[11261.3s] SA epochs explored locally: 770
[11325.1s] SA epochs explored locally: 777
[11590.4s] SA epochs explored locally: 784
[11732.7s] SA epochs explored locally: 791
[11958.1s] SA epochs explored locally: 798
[12088.4s] SA epochs explored locally: 805
[12133.9s] SA epochs explored locally: 812
[12267.8s] SA epochs explored locally: 819
[12343.2s] SA epochs explored locally: 826
[12380.6s] SA epochs explored locally: 833
[12414.5s] SA epochs explored locally: 840
[12470.7s] SA epochs explored locally: 847
[12588.5s] SA epochs explored locally: 854
[12612s] SA epochs explored locally: 861
[12655.5s] SA epochs explored locally: 868
[12772.2s] SA epochs explored locally: 875
[12804.3s] SA epochs explored locally: 882
[12824.4s] SA epochs explored locally: 889
[12856.7s] SA epochs explored locally: 896
[12876.6s] SA epochs explored locally: 903
[12900.8s] SA epochs explored locally: 910
[13005.1s] SA epochs explored locally: 917
[13101.2s] SA epochs explored locally: 924
[13189s] SA epochs explored locally: 931
[13237s] SA epochs explored locally: 938
[13412s] SA epochs explored locally: 945
[13471.6s] SA epochs explored locally: 952
[13729.7s] SA epochs explored locally: 959
[13753.7s] SA epochs explored locally: 966
[13863.3s] SA epochs explored locally: 973
[13891.9s] SA epochs explored locally: 980
[13981.2s] SA epochs explored locally: 987
[14079.3s] SA epochs explored locally: 994
[14091.6s] SA epochs explored locally: 1001
[14169.3s] SA epochs explored locally: 1008
[14238.6s] SA epochs explored locally: 1015
[14251s] SA epochs explored locally: 1022
[14271.5s] SA epochs explored locally: 1029
[14357.6s] SA epochs explored locally: 1036
[14447.1s] SA epochs explored locally: 1043
[14451.7s] SA epochs explored locally: 1050
[14751.5s] SA epochs explored locally: 1057
[14799.9s] SA epochs explored locally: 1064
[14839.8s] SA epochs explored locally: 1071
[14895.5s] SA epochs explored locally: 1078
[15195.5s] SA epochs explored locally: 1085
[15384.5s] SA epochs explored locally: 1092
[15452.8s] SA epochs explored locally: 1099
[15481.3s] SA epochs explored locally: 1106
[15505.5s] SA epochs explored locally: 1113
[15618.1s] SA epochs explored locally: 1120
[15718s] SA epochs explored locally: 1127
[15873s] SA epochs explored locally: 1134
[15889.3s] SA epochs explored locally: 1141
[16020s] SA epochs explored locally: 1148
[16028.3s] SA epochs explored locally: 1155
[16036.6s] SA epochs explored locally: 1162
[16121.6s] SA epochs explored locally: 1169
[16198.5s] SA epochs explored locally: 1176
[16428.3s] SA epochs explored locally: 1183
[16476.2s] SA epochs explored locally: 1190
[16642s] SA epochs explored locally: 1197
[16823.4s] SA epochs explored locally: 1204
[16902.2s] SA epochs explored locally: 1211
[16910s] SA epochs explored locally: 1218
[16921.4s] SA epochs explored locally: 1225
[17110.8s] SA epochs explored locally: 1232
[17193.5s] SA epochs explored locally: 1239
[17246.8s] SA epochs explored locally: 1246
[17274.7s] SA epochs explored locally: 1253
[17478.5s] SA epochs explored locally: 1260
[17615.6s] SA epochs explored locally: 1267
[17679.4s] SA epochs explored locally: 1274
[17695.7s] SA epochs explored locally: 1281
[17915.5s] SA epochs explored locally: 1288
[18066.5s] SA epochs explored locally: 1295
[18163s] SA epochs explored locally: 1302
[18296.1s] SA epochs explored locally: 1309
[18328.3s] SA epochs explored locally: 1316
[18520.5s] SA epochs explored locally: 1323
[18540.4s] SA epochs explored locally: 1330
[18611.9s] SA epochs explored locally: 1337
[18939.8s] SA epochs explored locally: 1344
[19031.4s] SA epochs explored locally: 1351
[19185.4s] SA epochs explored locally: 1358
[19225.3s] SA epochs explored locally: 1365
[19233.5s] SA epochs explored locally: 1372
[19334.1s] SA epochs explored locally: 1379
[19354.3s] SA epochs explored locally: 1386
[19458.3s] SA epochs explored locally: 1393
[19533.8s] SA epochs explored locally: 1400
[19569.8s] SA epochs explored locally: 1407
[19578s] SA epochs explored locally: 1414
[19594.2s] SA epochs explored locally: 1421
[19790.4s] SA epochs explored locally: 1428
[20079.1s] SA epochs explored locally: 1435
[20146.4s] SA epochs explored locally: 1442
[20174.7s] SA epochs explored locally: 1449
[20222.8s] SA epochs explored locally: 1456
[20246.8s] SA epochs explored locally: 1463
[20294.8s] SA epochs explored locally: 1470
[20338.5s] SA epochs explored locally: 1477
[20339.9s] SA epochs explored locally: 1484
[20431.2s] SA epochs explored locally: 1491
[20443.2s] SA epochs explored locally: 1498
[20451.4s] SA epochs explored locally: 1505
[20494.9s] SA epochs explored locally: 1512
[20571s] SA epochs explored locally: 1519
[20599.2s] SA epochs explored locally: 1526
[20765.3s] SA epochs explored locally: 1533
[20876.8s] SA epochs explored locally: 1540
[20904.8s] SA epochs explored locally: 1547
[20952.8s] SA epochs explored locally: 1554
[20961s] SA epochs explored locally: 1561
[20973s] SA epochs explored locally: 1568
